id,fecha_publicacion,precio_cop,area_m2,habitaciones,banos,barrio,direccion,ciudad,lat,lon,tipo_propiedad
526038,2024-10-25,198224000,89,5,2,La Flora,  Calle 112 #46-6 ,Cali,3.384611,-76.470439,Apartamento
522773,2024-10-26,98419000,177,5,1,La Flora,Avenida 115 #90-25,Cali,3.423523,-76.496968,  Apartaestudio 
775235,2024-10-26,614675000,,3,1,  El Ingenio ,Carrera 45 #98-57,Cali,3.385169,-76.495472,Casa
163216,2024-10-27,274267000,135,1,"",  Centenario ,Avenida 47 #107-14,Santiago de Cali,3.38101,-76.526151,Casa
493278,2024-10-27,605471000,90,2,2,El Ingenio,Calle 54 #109-12,Cali,3.445903,-76.464332,Casa
238755,2024-10-27,484057000,59,4,3,  San Judas ,Transversal 68 #50-31,Cali,3.406847,-76.523214,Casa
949998,2024-10-27,145863000,49,6,3,  San  Antonio ,Calle 1 #86-47,"",3.395139,-76.564136,Casa
493278,2024-10-27,605471000,90,2,2,El Ingenio,Calle 54 #109-12,Cali,3.445903,-76.464332,Casa
853685,2024-10-28,632470000,129,4,1,San Bosco,Transversal 84 #70-8,Cali,3.468376,-76.467754,Apartaestudio
796440,2024-10-28,274756000,57,6,2,Granada,Carrera 79 #7-51,Cali,3.387909,-76.498571,Apartamento
217519,2024-10-28,262604000,86,3,2,Centenario,"",Cali,3.408468,-76.526821,Apartamento
318236,2024-10-28,277228000,72,3,3,La Flora,Calle 98 #87-38,Cali,3.48458,-76.490259,Apartamento
699744,2024-10-28,282877000,232,1,1,San Fernando,Avenida 111 #10-7,Cali,3.46032,-76.49442,Casa
217519,2024-10-28,262604000,86,3,2,Centenario,"",Cali,3.408468,-76.526821,Apartamento
272815,2024-10-29,93595000,82,1,2,Ciudad  Jardín,  Calle 85 #68-53 ,Cali,3.409257,-76.496786,Apartaestudio
133502,2024-10-29,947241000,123,1,2,El Refugio,Carrera 28 #47-4,Cali,3.469363,-76.462287,  Apartaestudio 
797765,2024-10-29,309948000,64,1,3,La Flora,Avenida 103 #1-1,  Cali ,3.397938,-76.561438,""
753336,2024-10-29,614298000,101,2,2,El Ingenio,Transversal 16 #52-49,Cali,3.441563,-76.515716,Apartamento
316083,2024-10-29,263997000,53,5,2,Santa Mónica,Calle 119 #101-17,Santiago de Cali,3.458447,-76.469992,Apartamento
508538,2024-10-29,346895000,55,3,1,El Ingenio,Avenida 86 #89-23,Santiago de Cali,3.396107,-76.524992,Apartamento
385039,2024-10-30,283010000,136,3,3,  San  Antonio ,Transversal 113 #19-31,Cali,3.405217,-76.480357,Casa
449087,2024-10-30,243564000,141,4,1,  San Antonio ,Calle 66 #98-24,  Cali ,3.439641,-76.519948,  Apartamento 
176297,2024-10-31,580852000,64,3,2,San Antonio,  Avenida 43 #9-22 ,Cali,3.403897,-76.455873,Casa
584583,2024-10-31,,188,1,3,San Judas,Calle 50 #21-16,Cali,3.402412,-76.452167,Apartamento
378227,2024-10-31,260078000,63,5,2,San Bosco,Transversal 68 #14-22,Cali,3.389479,-76.533006,Casa
313546,2024-10-31,130963000,43,6,3,  San Bosco ,  Calle 47 #22-7 ,Santiago de Cali,3.390928,-76.558931,  Casa 
680951,2024-10-31,240144000,158,3,3,San Cayetano,Avenida 37 #111-3,Cali,3.4317,-76.451608,Apartamento
796396,2024-11-01,809702000,58,5,3,La Flora,Transversal 85 #33-20,Santiago de Cali,3.487512,-76.488555,Apartamento
370491,2024-11-01,530644000,98,3,2,San Judas,Transversal 10 #42-10,Cali,3.484935,-76.513402,Casa
472776,2024-11-01,143700000,93,2,1,San Judas,Calle 114 #110-1,Cali,3.400979,-76.549133,Apartamento
325118,2024-11-01,497123000,47,4,4,San Cayetano,Transversal 11 #65-24,Cali,3.462147,-76.451342,Casa
707488,2024-11-02,457159000,95,4,1,Ciudad  Jardín,Carrera 51 #108-10,Cali,3.429337,-76.549963,Casa
932380,2024-11-02,340958000,103,3,2,Centenario,Avenida 17 #5-40,Cali,3.445999,-76.493298,  Apartamento 
859888,2024-11-02,296853000,83,4,3,San Judas,Avenida 12 #21-49,Cali,3.414373,-76.483943,  Apartamento 
226944,2024-11-03,389564000,65,5,1,La Flora,Calle 58 #90-2,Cali,3.384037,-76.562993,Casa
956227,2024-11-04,257061000,67,6,1,San  Antonio,Transversal 105 #9-6,Cali,3.439847,-76.564562,  Apartamento 
763351,2024-11-04,302980000,115,1,3,  La Flora ,Transversal 76 #48-58,Santiago de Cali,3.389935,-76.551694,
619491,2024-11-04,242329000,58,5,1,San Judas,Carrera 18 #29-42,Santiago de Cali,3.429629,-76.515504,""
319736,2024-11-04,379287000,142,2,1,Tequendama,Calle 84 #43-54,Cali,3.404517,-76.484716,Apartaestudio
890827,2024-11-04,178867000,131,1,4,Napoles,Avenida 35 #5-4,Cali,3.392851,-76.558096,
619491,2024-11-04,242329000,58,5,1,San Judas,Carrera 18 #29-42,Santiago de Cali,3.429629,-76.515504,""
789177,2024-11-05,640667000,39,5,4,La Flora,Calle 45 #45-9,Cali,3.466382,-76.51001,  Casa 
856328,2024-11-05,426495000,179,3,1,El Ingenio,Calle 39 #83-24,Santiago de Cali,3.382891,-76.553354,Casa
806991,2024-11-06,194631000,54,1,1,Granada,Carrera 4 #40-40,Santiago de Cali,3.431873,-76.516295,Apartaestudio
444041,2024-11-06,366343000,94,5,1,El Refugio,Avenida 1 #36-14,Cali,3.47592,-76.563837,Casa
916512,2024-11-06,430565000,116,,1,"",Transversal 12 #101-9,Cali,3.444889,-76.545807,Apartamento
775754,2024-11-06,826977000,191,5,3,San Cayetano,Carrera 74 #87-60,Cali,3.430993,-76.510328,Apartamento
806991,2024-11-06,194631000,54,1,1,Granada,Carrera 4 #40-40,Santiago de Cali,3.431873,-76.516295,Apartaestudio
882022,2024-11-07,347350000,175,4,1,,Transversal 77 #81-31,  Cali ,3.403805,-76.542173,Casa
240191,2024-11-07,655246000,65,6,3,El Ingenio,Transversal 114 #37-28,Cali,3.404136,-76.546177,Apartamento
302878,2024-11-07,318470000,73,5,2,San Fernando,  Avenida 35 #58-50 ,Santiago de Cali,3.466725,-76.513467,Casa
213404,2024-11-07,444377000,172,1,1,El Ingenio,Transversal 39 #44-24,Cali,3.421138,-76.531007,  Apartaestudio 
240191,2024-11-07,655246000,65,6,3,El Ingenio,Transversal 114 #37-28,Cali,3.404136,-76.546177,Apartamento
484585,2024-11-08,210708000,99,3,1,Pance,Avenida 107 #64-12,Cali,3.432814,-76.523864,Apartamento
872876,2024-11-08,775527000,43,3,2,Ciudad  Jardín,Calle 74 #1-31,Santiago de Cali,3.401469,-76.45046,Apartamento
102859,2024-11-08,292246000,90,3,2,Napoles,Calle 46 #62-37,Cali,3.435074,-76.565671,Apartamento
641977,2024-11-09,355301000,,4,1,El Refugio,Avenida 106 #92-3,"",3.440151,-76.554723,Casa
304769,2024-11-09,1124558000,56,2,2,San Antonio,  Carrera 29 #116-9 ,Cali,3.433907,-76.564122,Apartamento
704058,2024-11-09,279062000,231,1,3,  San Antonio ,Transversal 78 #116-8,Santiago de Cali,3.489235,-76.510702,Apartamento
424157,2024-11-09,162002000,67,4,1,El Ingenio,Transversal 109 #58-5,Cali,3.447602,-76.485152,Casa
916485,2024-11-09,155667000,132,4,2,Granada,Transversal 106 #102-30,Santiago de Cali,3.380752,-76.55879,Apartaestudio
428996,2024-11-09,293522000,72,4,1,  San Fernando ,Transversal 26 #105-49,Santiago de Cali,3.381703,-76.525472,  Apartamento 
916485,2024-11-09,155667000,132,4,2,Granada,Transversal 106 #102-30,Santiago de Cali,3.380752,-76.55879,Apartaestudio
249985,2024-11-10,440782000,56,5,3,El Ingenio,Carrera 71 #18-24,Cali,3.461679,-76.470309,Apartamento
292200,2024-11-10,475724000,89,4,"",San  Antonio,Carrera 62 #104-15,Cali,3.442936,-76.501286,  Apartamento 
440354,2024-11-10,389247000,40,3,3,San Judas,Carrera 28 #51-22,  Cali ,3.457974,-76.499114,Casa
882121,2024-11-10,368281000,65,5,1,Pance,Transversal 6 #60-22,Cali,3.463281,-76.468947,  Apartaestudio 
671523,2024-11-10,538216000,130,5,1,Centenario,Transversal 71 #66-28,Cali,3.451377,-76.475967,Apartaestudio
440354,2024-11-10,389247000,40,3,3,San Judas,Carrera 28 #51-22,  Cali ,3.457974,-76.499114,Casa
334316,2024-11-11,557470000,65,2,2,Centenario,Transversal 84 #61-58,Cali,3.421219,-76.492952,Apartaestudio
983690,2024-11-11,644282000,97,3,1,Pance,Transversal 79 #15-59,Santiago de Cali,3.471218,-76.455855,Casa
334316,2024-11-11,557470000,65,2,2,Centenario,Transversal 84 #61-58,Cali,3.421219,-76.492952,Apartaestudio
734615,2024-11-12,598714000,126,2,3,  Ciudad  Jardín ,Transversal 28 #97-8,Cali,3.383836,-76.464228,Apartaestudio
455983,2024-11-12,226680000,"",2,3,Napoles,Calle 45 #19-32,Cali,3.448399,-76.484642,Apartaestudio
455983,2024-11-12,226680000,"",2,3,Napoles,Calle 45 #19-32,Cali,3.448399,-76.484642,Apartaestudio
112305,2024-11-13,863869000,147,4,2,Ciudad  Jardín,Carrera 41 #87-18,Santiago de Cali,3.452855,-76.453734,  Apartaestudio 
108415,2024-11-13,228293000,94,6,2,Napoles,Carrera 71 #61-26,Cali,3.406152,-76.516088,Apartaestudio
603159,2024-11-13,312496000,155,1,5,El Refugio,Carrera 118 #44-8,Santiago de Cali,3.442001,-76.517541,Casa
830430,2024-11-13,503665000,66,1,"",Tequendama,Calle 60 #50-35,Cali,3.443959,-76.524722,Apartamento
142503,2024-11-13,502515000,138,4,4,Santa Mónica,Carrera 95 #48-26,Cali,3.396435,-76.515377,  Casa 
561825,2024-11-13,688478000,126,2,2,El Ingenio,Transversal 23 #24-29,Cali,3.447404,-76.466526,Casa
603159,2024-11-13,312496000,155,1,5,El Refugio,Carrera 118 #44-8,Santiago de Cali,3.442001,-76.517541,Casa
473360,2024-11-14,143091000,166,3,3,Tequendama,  Carrera 25 #106-13 ,Cali,3.452128,-76.482251,Casa
304975,2024-11-14,405767000,33,3,2,Pance,Carrera 97 #30-60,Cali,3.486057,-76.461196,  Apartamento 
879620,2024-11-15,306968000,105,4,3,Santa Mónica,Carrera 29 #69-11,Cali,3.453731,-76.468486,  Apartaestudio 
192733,2024-11-15,329537000,139,2,2,La Flora,Avenida 44 #117-48,Cali,3.380904,-76.500094,Apartaestudio
678602,2024-11-15,367201000,54,1,3,  Napoles ,Avenida 14 #11-16,Cali,3.420114,-76.517433,""
287792,2024-11-15,329066000,42,1,1,El Ingenio,Calle 71 #17-22,Cali,3.433925,-76.540691,Casa
752616,2024-11-16,167205000,200,4,2,San Cayetano,Transversal 45 #94-60,Cali,3.431256,-76.518909,Casa
146338,2024-11-16,602588000,99,1,1,Santa Mónica,  Transversal 120 #85-34 ,Cali,3.464769,-76.568218,Casa
321786,2024-11-16,487426000,60,6,"",  Centenario ,Transversal 94 #22-14,Cali,3.439428,-76.489652,Apartamento
321786,2024-11-16,487426000,60,6,"",  Centenario ,Transversal 94 #22-14,Cali,3.439428,-76.489652,Apartamento
541555,2024-11-17,577581000,50,2,1,Santa Mónica,Transversal 96 #115-54,Cali,3.406355,-76.503034,Casa
225938,2024-11-17,473250000,91,5,1,"",Avenida 74 #8-11,Cali,3.389078,-76.537918,Apartamento
898537,2024-11-17,544989000,37,5,"",San Antonio,Avenida 18 #31-6,Cali,3.419761,-76.495711,Apartamento
645563,2024-11-17,206908000,60,3,1,Centenario,Transversal 75 #48-29,Cali,3.489034,-76.466566,Casa
238279,2024-11-18,432140000,59,3,3,  Ciudad  Jardín ,Carrera 39 #73-28,Cali,3.447394,-76.550685,  Apartaestudio 
507449,2024-11-18,667110000,122,1,1,Napoles,Transversal 101 #82-57,Cali,3.452862,-76.475872,  Casa 
878080,2024-11-18,635677000,96,5,1,San  Antonio,Carrera 41 #93-23,Cali,3.38543,-76.560954,Apartamento
737051,2024-11-18,,60,2,1,Pance,Carrera 6 #15-17,Cali,3.453656,-76.539166,  Apartaestudio 
704889,2024-11-18,547593000,72,4,1,La Flora,Transversal 78 #14-5,Cali,3.38077,-76.549713,  Casa 
737051,2024-11-18,,60,2,1,Pance,Carrera 6 #15-17,Cali,3.453656,-76.539166,  Apartaestudio 
352373,2024-11-19,532866000,114,1,3,El Ingenio,Carrera 103 #19-36,Cali,3.425402,-76.519125,Apartaestudio
393511,2024-11-19,388461000,56,3,2,San Bosco,Calle 57 #28-48,Cali,3.418897,-76.550839,
979382,2024-11-19,177769000,63,4,3,La Flora,Carrera 83 #65-32,Cali,3.468246,-76.564045,  Casa 
750389,2024-11-19,581916000,65,2,4,Centenario,Carrera 36 #91-16,Cali,3.463781,-76.476549,Apartamento
373151,2024-11-20,532319000,82,,3,Ciudad  Jardín,Carrera 113 #77-14,Santiago de Cali,3.488455,-76.50045,Casa
297513,2024-11-21,596100000,93,2,4,  Santa Mónica ,"",Cali,3.477132,-76.542326,Apartamento
922767,2024-11-21,520902000,110,4,1,Granada,Transversal 62 #61-53,Cali,3.407586,-76.454872,Apartaestudio
479349,2024-11-21,408550000,60,2,1,San Fernando,,Cali,3.418282,-76.556888,Apartamento
679843,2024-11-21,73044000,75,2,2,Tequendama,Transversal 109 #23-20,Cali,3.390222,-76.568175,Casa
801658,2024-11-21,309334000,102,2,1,  El Ingenio ,  Calle 94 #22-26 ,Cali,3.407465,-76.472859,Apartaestudio
380846,2024-11-22,349958000,69,5,1,Centenario,Avenida 20 #98-40,Santiago de Cali,3.421191,-76.45118,Apartamento
695402,2024-11-22,352322000,98,3,5,Centenario,Carrera 9 #3-29,"",3.464723,-76.540914,Casa
965235,2024-11-22,1181839000,226,1,1,San  Antonio,Transversal 23 #1-35,  Cali ,3.408615,-76.483994,Apartamento
854565,2024-11-22,350300000,133,2,2,San  Antonio,  Calle 71 #13-16 ,Cali,3.48178,-76.490309,Apartamento
380846,2024-11-22,349958000,69,5,1,Centenario,Avenida 20 #98-40,Santiago de Cali,3.421191,-76.45118,Apartamento
712421,2024-11-23,476898000,80,4,1,Santa Mónica,Carrera 80 #44-13,Cali,3.392225,-76.510238,""
476904,2024-11-23,580907000,160,4,1,San Bosco,Calle 9 #26-17,Cali,3.452515,-76.491678,Casa
825771,2024-11-23,511278000,49,6,4,Ciudad  Jardín,Carrera 62 #42-46,  Cali ,3.484454,-76.490105,Casa
941156,2024-11-24,1385041000,57,2,1,Centenario,Transversal 104 #13-55,Cali,3.420573,-76.503655,  Casa 
297109,2024-11-24,350627000,62,5,1,  San Judas ,Carrera 56 #74-51,Cali,3.443417,-76.450954,Casa
138600,2024-11-24,488010000,68,1,2,  San Judas ,Transversal 79 #107-25,Cali,3.412549,-76.521225,Apartaestudio
541781,2024-11-24,802876000,99,2,2,Granada,  Calle 92 #49-48 ,Cali,3.43272,-76.538316,  Casa 
301995,2024-11-24,368931000,88,4,3,La Flora,Carrera 2 #60-41,Cali,3.469734,-76.556707,Apartaestudio
806002,2024-11-25,238681000,98,3,1,San Judas,Avenida 37 #51-36,Cali,3.462992,-76.536809,Casa
223267,2024-11-25,443623000,45,4,1,  Tequendama ,Avenida 32 #26-21,Santiago de Cali,3.425042,-76.470511,Casa
502888,2024-11-25,316381000,105,1,3,La Flora,Transversal 110 #6-4,Cali,3.476827,-76.484058,Apartamento
213389,2024-11-25,569990000,94,6,1,San Antonio,Carrera 15 #62-9,Cali,3.401752,-76.534118,Apartaestudio
915276,2024-11-25,317515000,70,3,1,San Cayetano,Calle 30 #96-32,Cali,3.455294,-76.510512,Casa
285439,2024-11-26,342371000,92,3,1,Pance,Transversal 117 #62-52,Cali,3.482883,-76.503125,Casa
547577,2024-11-26,229304000,59,5,4,El Refugio,  Transversal 114 #75-56 ,Cali,3.417709,-76.471953,Apartamento
131568,2024-11-26,584438000,87,5,2,Centenario,  Calle 73 #67-6 ,Santiago de Cali,3.421409,-76.485122,Apartaestudio
281567,2024-11-26,720522000,123,2,1,Pance,Avenida 65 #74-46,Cali,3.422233,-76.496109,Apartamento
700748,2024-11-26,337549000,87,3,1,Napoles,Transversal 40 #19-38,Cali,3.462257,-76.508485,  Casa 
782844,2024-11-27,513696000,56,3,1,San Antonio,Calle 110 #43-31,Cali,3.44299,-76.543268,Casa
927312,2024-11-28,423610000,140,6,1,La Flora,Carrera 19 #11-17,  Cali ,3.442383,-76.550671,Casa
179482,2024-11-28,233436000,419,3,1,San Bosco,Calle 77 #8-11,"",3.408903,-76.561196,Apartaestudio
110073,2024-11-28,513680000,50,2,1,San  Antonio,  Carrera 26 #89-50 ,Cali,3.385063,-76.549179,Apartaestudio
468455,2024-11-29,321686000,53,1,2,Granada,Avenida 89 #48-27,Cali,3.474881,-76.454673,Casa
891646,2024-11-29,234636000,72,1,4,San Antonio,Calle 63 #23-32,Cali,3.466562,-76.516173,Casa
965445,2024-11-29,461624000,57,2,1,San Judas,Transversal 97 #79-39,Santiago de Cali,3.41424,-76.506605,Casa
744876,2024-11-29,223615000,49,2,4,San Bosco,Transversal 14 #65-25,Cali,3.409635,-76.499401,Apartamento
910276,2024-11-29,181828000,153,3,1,El Ingenio,  Calle 43 #53-48 ,Cali,3.470939,-76.551352,  Casa 
320252,2024-11-29,364362000,42,4,4,San Antonio,Avenida 56 #47-59,Cali,3.382861,-76.56706,Apartamento
668272,2024-11-29,314416000,128,2,5,Ciudad  Jardín,Avenida 95 #38-19,Cali,3.460911,-76.462052,Apartamento
188418,2024-11-29,390862000,238,1,2,  San Fernando ,Calle 32 #100-45,  Cali ,3.464766,-76.501998,  Casa 
838371,2024-11-30,261286000,84,6,1,Centenario,Carrera 114 #104-33,Cali,3.388436,-76.465047,Casa
520733,2024-11-30,192031000,86,1,5,San Fernando,  Calle 81 #55-42 ,Cali,3.461028,-76.525713,Casa
987228,2024-11-30,254041000,88,1,2,Granada,  Avenida 97 #73-36 ,Cali,3.405986,-76.51478,""
728090,2024-11-30,449037000,68,1,1,  San Bosco ,Carrera 2 #30-32,Cali,3.473292,-76.514146,  Apartamento 
897315,2024-12-01,634112000,118,1,5,San Judas,Transversal 29 #46-44,Cali,3.432285,-76.566988,Casa
656564,2024-12-01,148727000,"",2,1,El Refugio,  Avenida 89 #101-59 ,  Cali ,3.430062,-76.525642,Apartamento
312189,2024-12-01,526085000,76,2,1,San  Antonio,Carrera 65 #39-59,Santiago de Cali,3.475669,-76.519597,Apartamento
385285,2024-12-02,282914000,"",6,4,  San Bosco ,Calle 49 #54-27,Cali,3.471928,-76.495791,Apartaestudio
185863,2024-12-02,241059000,109,3,,San Cayetano,Carrera 18 #11-32,Cali,3.484568,-76.560683,Casa
505897,2024-12-02,252750000,52,2,1,Pance,Avenida 88 #28-20,Cali,3.457537,-76.460341,Apartamento
717167,2024-12-02,218284000,82,2,1,  San Cayetano ,  Calle 29 #18-33 ,Cali,3.440285,-76.523262,  Apartaestudio 
722135,2024-12-03,381128000,,"",1,El Refugio,Avenida 88 #69-44,  Cali ,3.44615,-76.514656,Casa
693507,2024-12-03,296494000,85,4,2,La Flora,Carrera 22 #104-24,  Cali ,3.442928,-76.561215,Casa
548708,2024-12-03,197514000,"",3,3,  San Cayetano ,Carrera 95 #24-50,  Cali ,3.473806,-76.48212,Casa
325414,2024-12-04,232733000,80,2,2,Santa Mónica,Calle 49 #33-43,Cali,3.396175,-76.555846,Casa
825834,2024-12-04,321148000,175,5,1,Ciudad  Jardín,Transversal 22 #115-28,Cali,3.411129,-76.507381,Apartamento
805929,2024-12-04,193712000,75,1,2,Granada,Calle 63 #94-28,Santiago de Cali,3.460949,-76.450941,Apartamento
323756,2024-12-04,304023000,129,4,"",El Ingenio,  Transversal 66 #110-51 ,Cali,3.449497,-76.498162,Apartamento
613342,2024-12-04,162542000,155,6,3,Pance,Transversal 104 #104-37,  Cali ,3.415346,-76.459775,Apartamento
933411,2024-12-04,363704000,147,4,4,San Bosco,Avenida 15 #22-33,  Cali ,3.418024,-76.453445,Apartamento
599558,2024-12-05,233855000,63,2,4,Centenario,,Cali,3.410182,-76.543491,Apartamento
327914,2024-12-05,232868000,75,2,1,San Fernando,Transversal 16 #50-42,Cali,3.444403,-76.517546,  Apartaestudio 
580549,2024-12-05,347992000,116,2,4,  Santa Mónica ,Carrera 56 #110-46,Santiago de Cali,3.386891,-76.530706,Apartaestudio
382657,2024-12-05,280803000,82,6,1,Granada,Carrera 29 #14-39,Cali,3.425729,-76.47794,Apartamento
620258,2024-12-06,265513000,73,4,2,Pance,Avenida 98 #7-34,Cali,3.439629,-76.566229,Apartaestudio
347930,2024-12-06,269900000,103,1,3,Tequendama,Carrera 52 #30-21,Santiago de Cali,3.402976,-76.553506,Casa
381891,2024-12-06,410273000,139,2,5,Centenario,Transversal 61 #94-34,Cali,3.398675,-76.520896,Apartamento
845793,2024-12-06,357909000,61,1,1,San  Antonio,Calle 65 #12-33,Santiago de Cali,3.474226,-76.524158,Apartamento
423220,2024-12-06,219492000,127,1,3,El Refugio,,Santiago de Cali,3.421504,-76.549528,
161084,2024-12-07,235326000,83,1,2,Tequendama,Avenida 57 #37-9,  Cali ,3.480657,-76.477623,  Apartamento 
649168,2024-12-07,142393000,87,2,2,,Calle 92 #118-57,Cali,3.468672,-76.506887,Casa
203293,2024-12-07,474590000,90,3,3,San Cayetano,Carrera 41 #51-25,  Cali ,3.403657,-76.484606,Casa
569562,2024-12-07,345140000,77,3,2,  Pance ,Calle 101 #8-30,"",3.459783,-76.515826,Apartamento
783432,2024-12-07,185752000,62,4,1,San  Antonio,Calle 76 #48-56,"",3.489055,-76.544096,Casa
227746,2024-12-08,87095000,"",6,2,Tequendama,Carrera 90 #70-13,Cali,3.40588,-76.499056,Casa
249563,2024-12-08,839861000,142,1,4,San Fernando,Avenida 78 #56-52,Cali,3.470252,-76.481712,Apartaestudio
850323,2024-12-08,415261000,50,1,2,San Fernando,Carrera 117 #99-35,Santiago de Cali,3.423065,-76.534644,  Apartamento 
204524,2024-12-09,137434000,49,4,3,Granada,  Avenida 73 #7-32 ,Cali,3.38202,-76.522659,Apartaestudio
828607,2024-12-09,134090000,87,4,1,San Antonio,Calle 66 #20-40,Cali,3.441015,-76.468489,Apartamento
802460,2024-12-09,903497000,108,2,3,San Cayetano,Avenida 2 #57-54,Cali,3.423423,-76.548538,Casa
360897,2024-12-09,259726000,127,3,2,  Tequendama ,Avenida 19 #39-46,Cali,3.405435,-76.467266,Apartamento
570219,2024-12-09,372281000,94,2,1,El Ingenio,Calle 94 #92-39,Cali,3.427904,-76.565099,Casa
613682,2024-12-10,310727000,43,3,3,San Antonio,Avenida 120 #4-34,Cali,3.440658,-76.518859,  Apartaestudio 
423984,2024-12-10,297678000,67,6,1,  San Fernando ,Transversal 101 #21-14,Cali,3.398063,-76.497865,Apartaestudio
836974,2024-12-10,335540000,54,4,"",Ciudad  Jardín,Calle 39 #22-29,Cali,3.467871,-76.548294,Casa
210698,2024-12-10,301735000,78,3,2,San  Antonio,"",Cali,3.482921,-76.56456,Apartamento
114144,2024-12-10,560468000,82,3,3,,Transversal 91 #101-58,Cali,3.462457,-76.463244,Apartamento
504669,2024-12-11,471636000,55,4,3,San Cayetano,  Calle 56 #101-47 ,Cali,3.40976,-76.522875,  Casa 
852483,2024-12-11,509259000,85,2,"",Centenario,Transversal 80 #32-34,Cali,3.406458,-76.54456,Casa
973705,2024-12-11,179469000,91,2,5,Centenario,  Transversal 3 #90-26 ,Santiago de Cali,3.435488,-76.510483,  Casa 
565123,2024-12-11,196195000,90,2,3,San Bosco,Carrera 116 #106-50,  Cali ,3.384836,-76.477166,  Apartamento 
314082,2024-12-12,452832000,93,2,,El Ingenio,Avenida 26 #97-26,  Cali ,3.409226,-76.535629,Casa
227212,2024-12-12,282937000,106,1,1,San Fernando,  Avenida 92 #52-15 ,Santiago de Cali,3.40626,-76.484436,Casa
157935,2024-12-12,869104000,220,3,2,Napoles,  Avenida 113 #36-14 ,Cali,3.411078,-76.471731,Apartamento
499403,2024-12-12,308632000,57,3,4,El Refugio,  Avenida 75 #107-35 ,Cali,3.465295,-76.537607,Casa
314082,2024-12-12,452832000,93,2,,El Ingenio,Avenida 26 #97-26,  Cali ,3.409226,-76.535629,Casa
541605,2024-12-13,281149000,119,3,2,  San Judas ,Carrera 1 #20-16,Cali,3.397799,-76.469997,Casa
655049,2024-12-13,"",206,2,1,El Ingenio,Calle 80 #70-35,Cali,3.436646,-76.461064,Apartamento
283440,2024-12-13,171090000,153,2,4,Napoles,Carrera 81 #17-49,Cali,3.488249,-76.456638,  Apartamento 
150754,2024-12-14,"",71,2,1,San Fernando,Avenida 88 #82-7,  Cali ,3.425941,-76.548343,Apartamento
959376,2024-12-14,424085000,184,2,2,  Pance ,Calle 99 #113-53,Cali,3.461293,-76.481619,  Casa 
483445,2024-12-14,520314000,137,5,1,Napoles,  Calle 42 #7-37 ,Cali,3.445322,-76.485553,Apartaestudio
845375,2024-12-14,411282000,129,6,1,Tequendama,Carrera 62 #75-34,Cali,3.400446,-76.50236,Apartamento
125262,2024-12-14,548968000,52,5,2,El Refugio,Calle 51 #95-21,Cali,3.487348,-76.490487,Apartamento
483036,2024-12-15,329137000,79,4,1,Granada,Carrera 69 #62-1,Cali,3.385436,-76.50439,  Apartamento 
410335,2024-12-15,322978000,142,3,5,La Flora,Carrera 57 #33-22,Cali,3.415151,-76.529293,Apartamento
327809,2024-12-15,"",149,5,2,Pance,Calle 45 #59-48,  Cali ,3.407395,-76.482757,Apartamento
664334,2024-12-16,331087000,133,3,2,Pance,Calle 18 #22-41,Cali,3.449636,-76.569356,  Apartaestudio 
951529,2024-12-16,356818000,90,4,3,Napoles,Calle 32 #25-44,Santiago de Cali,3.449272,-76.483525,Casa
675932,2024-12-16,443308000,67,6,1,El Refugio,Calle 45 #21-1,Santiago de Cali,3.380131,-76.453951,  Casa 
821122,2024-12-16,374215000,76,3,4,San Antonio,Avenida 88 #45-16,Cali,3.380533,-76.537463,Casa
188591,2024-12-17,702874000,202,3,3,San Bosco,"",Cali,3.415,-76.458208,  Apartaestudio 
337842,2024-12-17,417866000,86,1,1,  San Bosco ,Carrera 85 #18-26,Cali,3.438282,-76.493988,Apartamento
237661,2024-12-17,481724000,100,2,2,Tequendama,Carrera 114 #25-51,Santiago de Cali,3.411044,-76.522978,  Apartamento 
110391,2024-12-17,172247000,166,3,5,  San Antonio ,Avenida 56 #33-48,Cali,3.481317,-76.569035,Apartamento
772565,2024-12-18,494024000,48,5,1,San Antonio,Transversal 33 #8-52,Cali,3.391971,-76.552988,  Apartaestudio 
703626,2024-12-18,189227000,77,5,2,  San Antonio ,Carrera 55 #120-52,Cali,3.406565,-76.548609,  Apartaestudio 
749838,2024-12-18,214238000,49,2,2,El Refugio,Avenida 99 #73-12,Cali,3.4338,-76.560898,Casa
796373,2024-12-19,328168000,83,5,1,  San Judas ,  Carrera 62 #35-7 ,Cali,3.469301,-76.525187,Apartamento
147924,2024-12-19,413988000,"",6,3,  San Antonio ,Calle 82 #51-34,Santiago de Cali,3.442341,-76.454106,  Apartamento 
276854,2024-12-19,419970000,120,2,4,San Bosco,Calle 33 #23-39,Cali,3.468126,-76.463877,Apartaestudio
140226,2024-12-20,533762000,44,3,3,San Judas,Avenida 120 #51-2,Cali,3.466702,-76.557464,Apartamento
766827,2024-12-20,234504000,83,3,1,  Napoles ,Transversal 1 #108-19,Cali,3.444101,-76.532162,Casa
569762,2024-12-20,829741000,75,3,3,Centenario,Calle 9 #85-21,Cali,3.38051,-76.518152,  Apartamento 
140226,2024-12-20,533762000,44,3,3,San Judas,Avenida 120 #51-2,Cali,3.466702,-76.557464,Apartamento
924729,2024-12-21,387075000,114,6,3,Napoles,Calle 57 #61-3,Cali,3.385813,-76.560119,  Casa 
